,DELTAS,y_MMSEs
0,0.001,0.0009996197569564884
1,0.001200508057748408,0.0012000530598345464
2,0.0014412195967188532,0.0014383259478881133
3,0.0017301957388458943,0.001725672809612893
4,0.0020771139259664543,0.002069309700119106
5,0.0024935920049841583,0.00248639396135316
6,0.0029935772947204905,0.002983347783168142
7,0.003593813663804626,0.0035782387197285446
8,0.004314402261443781,0.004290745211063542
9,0.005179474679231213,0.005150217023294671
10,0.006218001087320915,0.0061723704831487935
11,0.00746476040841712,0.007390537302437903
12,0.00896150501946605,0.008870623618115256
13,0.010758358985421785,0.010614497741397633
14,0.01291549665014884,0.012733038882405576
15,0.015505157798326246,0.015221744158738169
16,0.018614066873551213,0.01823447169704553
17,0.022346337269165937,0.021773475599304884
18,0.026826957952797246,0.025963857974062445
19,0.032205979187210826,0.031026364555305046
20,0.0386635375219241,0.036992492485108844
21,0.046415888336127774,0.0440544862040398
22,0.05572264795507174,0.05233005220371863
23,0.06689548786914143,0.062190840438978545
24,0.08030857221391513,0.07357653216113112
25,0.09641108804907496,0.0868325843250801
26,0.11574228805920567,0.10236489408417382
27,0.13894954943731375,0.1202211926330372
28,0.1668100537200059,0.14068066362662587
29,0.2002568136043117,0.16395109333815186
30,0.24040991835099718,0.19040926031131364
31,0.2886140441430087,0.2198853216728939
32,0.3464834855730366,0.25231427390095823
33,0.4159562163071847,0.28846860687594517
34,0.4993587893473145,0.32702106788887214
35,0.5994842503189409,0.368551066811686
36,0.7196856730011514,0.412089660846203
37,0.8639884494839681,0.4574273433122794
38,1.037225095407057,0.5035559536844564
39,1.245197084735032,0.5489498997214297
40,1.4948691337092328,0.5937326342306064
41,1.7946024402973164,0.6377641745124897
42,2.154434690031882,0.6794634594367136
43,2.5864162052759685,0.7182992899135269
44,3.1050134951248602,0.75495234257104
45,3.727593720314938,0.7864269553247307
46,4.475006297250449,0.8168984506063568
47,5.372281118324025,0.8442542205430053
48,6.449466771037621,0.866192917125984
49,7.742636826811269,0.8857771882245267
50,9.295097898806484,0.9008881344231011
51,11.15883992507748,0.9164794606367006
52,13.396277245180142,0.931596976685733
53,16.082338776670422,0.9430496288093844
54,19.306977288832496,0.949638347494345
55,23.1781818060089,0.9595687763515892
56,27.825594022071257,0.964207004870762
57,33.404849835132445,0.9714957056808878
58,40.102791394952035,0.9761921684234941
59,48.143724207843384,0.9799548144230853
60,57.79692884153313,0.9819357958506733
61,69.38567878737182,0.9860665121403683
62,83.29806647658256,0.9896108866884791
63,100.0,0.9898173061681574
