,DELTAS,y_MMSEs
0,0.001,0.0002807275166247118
1,0.0013894954943731374,0.00038963524475032476
2,0.0019306977288832496,0.0005367427663560522
3,0.0026826957952797246,0.0007444726726884355
4,0.003727593720314938,0.0010407311109598529
5,0.005179474679231213,0.0014478488647304676
6,0.0071968567300115215,0.0020066747699210774
7,0.01,0.002792058350827179
8,0.013894954943731374,0.0038883742000722886
9,0.019306977288832496,0.005388870677850122
10,0.026826957952797246,0.007460757800278318
11,0.0372759372031494,0.010384358335218329
12,0.0517947467923121,0.014398823589848377
13,0.07196856730011518,0.019969677202650145
14,0.1,0.027638569162832707
15,0.13894954943731375,0.038220222405977985
16,0.19306977288832497,0.05276589617779959
17,0.2682695795279725,0.07264908153204858
18,0.3727593720314938,0.09967887397261427
19,0.5179474679231207,0.13611339048086346
20,0.7196856730011514,0.18465277297168536
21,1.0,0.2481101090111797
22,1.3894954943731375,0.32854232982485176
23,1.9306977288832496,0.4240491027939466
24,2.6826957952797246,0.5292187048612633
25,3.727593720314938,0.636182352930549
26,5.179474679231207,0.7353321670234818
27,7.196856730011514,0.8177096334928304
28,10.0,0.8782442083577955
29,13.89495494373136,0.9188033201763215
30,19.306977288832496,0.9445739781079787
31,26.82695795279722,0.9618572360573019
32,37.27593720314938,0.9728899721475628
33,51.794746792312125,0.9778233216404786
34,71.96856730011514,0.9849669029006805
35,100.0,0.9666784708372234
