,Y,S,Noise,Denoised
0,13.013367167135081,4.157411822085833,12.820220158989592,0.45402841832886964
1,12.98380452703329,4.139947407811917,12.794304595830921,0.45109221606259114
2,12.961030164431007,4.122158144604461,12.782767510814452,0.4488487338572008
3,12.960658835460256,4.117365086091001,12.755180111293217,0.44881228675867363
4,12.929889344569869,4.108046118713481,12.731834390138799,0.4458067803578075
5,12.923878072169762,4.105160258026465,12.730922347426615,0.44522296402807443
6,12.921598601338019,4.092059928024086,12.709203016431406,0.4450018661949532
7,12.90474855714177,4.079156537304602,12.69832518815427,0.44337233413220306
8,12.89169847701365,4.075346025011736,12.693508745983019,0.4421161220864547
9,12.885050291912822,4.070001264057224,12.68901856454117,0.44147810923195663
10,12.872117523234705,4.064589084821514,12.682806735516928,0.4402407247988371
11,12.863999313579543,4.053332129925625,12.674386064709866,0.43946650727266406
12,12.857658294098684,4.0459415359425,12.668601798799632,0.438863122505967
13,12.84901044880008,4.042358878062302,12.65631454653318,0.4380421258258701
14,12.848626737310544,4.038838435979389,12.649506176432524,0.43800574815119464
15,12.839590234483378,4.029299964419851,12.644696247545456,0.437150283665362
16,12.82751354623486,4.023212096380332,12.634601820593453,0.43601071131045727
17,12.823402949399535,4.01750473697847,12.629137334541031,0.43562379172929533
18,12.813264735494663,4.003299686386991,12.616954233560742,0.43467158852021703
19,12.810445862516769,4.00095688379523,12.613641126684094,0.434407358387961
20,12.797136417510103,3.990896986551675,12.611987499533104,0.4331628541756718
21,12.781298200388283,3.9818939979174273,12.598792445976173,0.43168847008480604
22,12.774665628018496,3.977496250646978,12.591215665156245,0.4310731532314858
23,12.76816590033164,3.9710146215392492,12.584017882863664,0.43047136460291024
24,12.763486553594108,3.963177419260981,12.573669319274138,0.4300388550441507
25,12.753000600853126,3.9549892733502037,12.568003466714874,0.42907187402965274
26,12.744529397729663,3.9486103466656974,12.567550763984952,0.4282929310588289
27,12.741260612613146,3.9386603498949735,12.559156104938168,0.4279928947169688
28,12.730804217036551,3.936858899816962,12.552447319225083,0.4270351122487095
29,12.724904290543252,3.9328277953563315,12.547610869502764,0.42649602821036414
30,12.717078703290296,3.9303488643520286,12.541885279885278,0.4257824758502017
