,Y,S,Noise,Denoised
4135,0.38280500333799455,5.204309984807863e-16,0.3544260753766598,0.002891377239466918
4136,0.38280040408713034,5.203951344352679e-16,0.3542006227388292,0.002891340120448564
4137,0.38250949988198957,5.203712523911312e-16,0.35404154289367706,0.0028889925135959136
4138,0.382281986927705,5.203146676883893e-16,0.35366720469044133,0.0028871567284959286
4139,0.382225448137461,5.20307389112205e-16,0.3536433243973956,0.0028867005555222027
4140,0.38180768570987106,5.202943792874954e-16,0.35356621224058843,0.0028833303382289513
4141,0.38172884463496604,5.202882410700517e-16,0.35339642976228186,0.0028826943867072464
4142,0.3815802131553002,5.202817347554218e-16,0.3532376884372763,0.0028814955606919035
4143,0.3814986382072157,5.202771080595252e-16,0.3531687408859836,0.002880837636673646
4144,0.38135015168199543,5.201930132908068e-16,0.352947363589095,0.0028796401254766535
4145,0.38119549499785643,5.201716786854209e-16,0.3527709538031806,0.0028783929531545033
4146,0.3810525170978643,5.201314710354633e-16,0.352504377159834,0.0028772400507074023
4147,0.38078262722504297,5.20083937487214e-16,0.3524610255524986,0.002875064030483709
4148,0.3807591408164091,5.200758189076812e-16,0.35238537625748234,0.0028748746830822456
4149,0.3805403684888367,5.200640794738904e-16,0.35224826584348473,0.002873111053444641
4150,0.38047512530021843,5.200196136092469e-16,0.35199981066178765,0.0028725851358819684
4151,0.3802051802224365,5.199835343427785e-16,0.3519083576615826,0.002870409332905235
4152,0.3799986446022539,5.199363869733078e-16,0.3516670978051165,0.0028687448296835284
4153,0.37981024186723694,5.198861531389879e-16,0.35154664324399243,0.002867226620008877
4154,0.3797201439559869,5.198328732679993e-16,0.3514707734318313,0.002866500635309965
4155,0.3796452665119364,5.198129487444414e-16,0.35129476192486236,0.0028658973192022836
4156,0.3794345676112142,5.197658748046951e-16,0.3510638185685692,0.0028641997652460865
4157,0.3791751220424702,5.197618888495157e-16,0.35094750959244353,0.0028621097283864122
4158,0.3790969702188208,5.197578292904525e-16,0.35089222903058553,0.0028614802101511014
4159,0.3790114381600209,5.196767898151899e-16,0.3507633035119164,0.002860791273214429
4160,0.3788629038002406,5.195912981482816e-16,0.3505306795185758,0.0028595949437339417
4161,0.37871753073278336,5.194909068488719e-16,0.350172272691419,0.0028584241662597447
4162,0.37837443471699056,5.194753973877376e-16,0.35010185072966515,0.0028556613596886155
4163,0.3783322304259786,5.193809138173063e-16,0.34991418599126295,0.0028553215407490272
4164,0.37813515548940974,5.193616285260927e-16,0.34981546211677506,0.002853734839511174
4165,0.3779634797561639,5.191633779869366e-16,0.349733211740681,0.002852352767204021
4166,0.37785979125250935,5.191248488528228e-16,0.34964783851232917,0.002851518084954383
4167,0.3777462560959198,5.19063693240244e-16,0.34946958948087703,0.0028506041900294185
4168,0.37764753693577235,5.190338704205894e-16,0.3492438381808728,0.0028498095997345667
4169,0.37743262147400714,5.190087162841031e-16,0.34920625102718333,0.0028480798874360716
4170,0.37717329539384636,5.189583150519575e-16,0.34911488574748445,0.002845993001951776
4171,0.37696155591561564,5.189542365683262e-16,0.34899626720849775,0.002844289271576191
4172,0.37681889520981354,5.1885844949179e-16,0.34882240955678484,0.0028431414794291023
4173,0.3766093528829904,5.188163710964077e-16,0.34874176105330534,0.002841455738754723
4174,0.376506301340102,5.188075419025993e-16,0.34856435027372323,0.0028406267700705214
4175,0.37635770382590034,5.187459930733306e-16,0.3484744181046137,0.0028394314981864425
4176,0.37624444975449517,5.187053096236717e-16,0.34816902617522294,0.0028385205800031854
4177,0.37590355240032897,5.186927878534993e-16,0.3480602324763514,0.002835779019394689
4178,0.3757771202835188,5.186362595442896e-16,0.34778360580485,0.002834762352125871
4179,0.375602630147594,5.186235853098815e-16,0.34758226559204763,0.002833359349953447
4180,0.37526326014868,5.186157889083565e-16,0.34744248868739147,0.0028306309820151357
4181,0.3751023509844302,5.185958755155965e-16,0.3473545376310522,0.0028293375194481255
4182,0.37503487312750755,5.18530722851112e-16,0.3473326659926254,0.002828795133247965
4183,0.37492414451434364,5.185252203864816e-16,0.34715868473728007,0.0028279051391308404
4184,0.3747561055257309,5.185218807138781e-16,0.3469526375074511,0.0028265546038246914
4185,0.37464895116710156,5.184962515077365e-16,0.34667129767278915,0.0028256934618750614
4186,0.3742866946976518,5.184587520962567e-16,0.34656498290926996,0.0028227825554361183
4187,0.37414278512784005,5.184407266599871e-16,0.3463818478400606,0.0028216263237663057
4188,0.3740494867757455,5.183944089760297e-16,0.3463305400228792,0.0028208767704959265
4189,0.3737461983498247,5.183104645012417e-16,0.34609958374597183,0.002818440419663222
4190,0.37352529030575354,5.182706836418485e-16,0.3460634956968569,0.00281666608032539
4191,0.3734159027841016,5.182666471640259e-16,0.34596250140515616,0.002815787551771527
4192,0.3732419783938833,5.181722962871928e-16,0.34572597953769235,0.002814390807744822
4193,0.37320938775431006,5.181640279380715e-16,0.3454767495141195,0.0028141290942791932
4194,0.37297224033855253,5.181084691812913e-16,0.3453862714845738,0.0028122248556986047
4195,0.37285572232469016,5.180724248187888e-16,0.3452744071020788,0.0028112893284833957
4196,0.3727392091764537,5.178509363513653e-16,0.3449764543321477,0.002810353896526333
4197,0.37227775747928427,5.177396356407284e-16,0.3447045825164474,0.0028066496587693737
4198,0.3722433454560241,5.176169763413399e-16,0.3445346386741243,0.0028063734564185254
4199,0.37203762508038074,5.175685365034843e-16,0.34451739520454444,0.002804722378224204
4200,0.3716526725474421,5.175388394556837e-16,0.34445469020792296,0.002801633281143904
4201,0.3715048334656338,5.175167003470692e-16,0.34416777176517,0.0028004470913614503
4202,0.3713836850694406,5.174759210640994e-16,0.34412763977015437,0.0027994751219561262
4203,0.371213552484039,5.174747935386871e-16,0.3439553881917251,0.0027981102561349777
4204,0.37095085774617265,5.17447904017019e-16,0.3438552091692913,0.0027960030568546785
4205,0.3709427273905523,5.174082450947404e-16,0.34367432959924027,0.0027959378439393356
4206,0.37085795486435524,5.173354496202719e-16,0.34357427220164194,0.002795257906651921
4207,0.37069339676368146,5.171641076764935e-16,0.3434573991592092,0.0027939381153859184
4208,0.3705084283967721,5.171632625275707e-16,0.343338212768153,0.0027924547622257866
4209,0.37033031844571623,5.171489496920573e-16,0.34308209447147225,0.0027910265428806014
4210,0.3700559537179257,5.171442904813674e-16,0.34303259720122875,0.0027888267351495353
4211,0.3699802373433716,5.170708472575075e-16,0.34294832391495406,0.002788219709037469
4212,0.36974380954096,5.170700059662371e-16,0.34277993045902305,0.0027863243937784705
4213,0.369649078293481,5.17000841486685e-16,0.34248758276066055,0.00278556504827866
4214,0.36959245002478613,5.16987476294862e-16,0.34226952244781295,0.0027851111456871406
4215,0.3694831131150242,5.169215503947291e-16,0.34221418910130225,0.002784234795327297
4216,0.36929709114174636,5.169113847230499e-16,0.34202445429375683,0.0027827439160462114
4217,0.36919669515643333,5.168014680613822e-16,0.341946640492345,0.00278193934788884
4218,0.3690994156058781,5.167947911808061e-16,0.34183816651075777,0.00278115979398136
4219,0.3687081669923226,5.1676979801921755e-16,0.3414491927134792,0.0027780248966234353
4220,0.3686180201215836,5.167353272262503e-16,0.3413400145029131,0.0027773026792935578
4221,0.3683989495041294,5.165931294733749e-16,0.34127766509730517,0.002775547719417076
4222,0.3681577115237542,5.165906566862936e-16,0.34104820724952756,0.002773615404644062
4223,0.36792056788550437,5.164351116558719e-16,0.3409356630324124,0.002771716116584956
4224,0.3678666510835477,5.162844284222255e-16,0.3408886915825866,0.0027712843278018774
4225,0.3677103525902705,5.162519441937865e-16,0.3407227247231197,0.0027700326895419656
4226,0.367576761802536,5.162422112830771e-16,0.340589966468496,0.002768962973333172
4227,0.36749042121448405,5.160686288068976e-16,0.3403634856744057,0.002768271647446497
4228,0.36729750544479833,5.159482984977445e-16,0.3401931978332244,0.0027667270874923615
4229,0.36709450304521607,5.159345379209393e-16,0.3398541280890784,0.0027651019332037177
4230,0.3669965171962677,5.159190980890955e-16,0.3397173040324275,0.0027643175583788497
4231,0.366734787593124,5.158496156732174e-16,0.33965339525093247,0.002762222608927065
4232,0.36664426620579665,5.158167924804612e-16,0.3394886112196971,0.0027614981176580303
4233,0.3664999753366592,5.158059957141661e-16,0.339419549507683,0.002760343348998722
4234,0.3662955440587048,5.157714301479862e-16,0.3391820506319689,0.002758707417331316
4235,0.3661083334579818,5.157530609653419e-16,0.33906627382580024,0.0027572094400217725
4236,0.3660489361582089,5.155664416453311e-16,0.3388683462374258,0.0027567341984488514
4237,0.3656599080913779,5.155399894085408e-16,0.33881484120565036,0.002753621912757355
4238,0.36558655786248123,5.153120864983006e-16,0.33863148083652145,0.00275303516790727
4239,0.36550171138415616,5.153027964364835e-16,0.3385934062506616,0.002752356489089949
4240,0.365469373507325,5.152785476114948e-16,0.33835933592638034,0.0027520978291736236
4241,0.36517384985656626,5.152612509300765e-16,0.338309786183054,0.002749734229291596
4242,0.36496037711371526,5.1525167613512e-16,0.3381578798409966,0.002748027092120805
4243,0.36476593592930734,5.152253012619347e-16,0.33802362473661307,0.002746472309719296
4244,0.364735580256112,5.151763532311235e-16,0.3378547676144059,0.0027462295947053204
4245,0.3645090640123751,5.149939845559419e-16,0.3376894627195523,0.0027444185546944785
4246,0.3643827935552482,5.149380865694082e-16,0.3374997307143966,0.0027434090882298423
4247,0.3642630429807603,5.148953062027121e-16,0.3373671025734485,0.0027424518040581364
4248,0.3639416745936559,5.14836428779509e-16,0.33720494758043623,0.0027398830751594193
4249,0.3638147136722208,5.147970583950918e-16,0.33711234676032736,0.002738868378406597
4250,0.3635908841917474,5.146486304316298e-16,0.3369292204829068,0.0027370796465374125
4251,0.3634910094215312,5.146374168513506e-16,0.33668704889457163,0.0027362815627783904
4252,0.36334450118449524,5.146133706319517e-16,0.3366619268848988,0.0027351109105834817
4253,0.3630358820239159,5.145767737591228e-16,0.3363464059926627,0.0027326452165950003
4254,0.3628166048380061,5.14567689693925e-16,0.33621187228767324,0.0027308935465449897
4255,0.3626811190282529,5.145611512668861e-16,0.33613645330960956,0.002729811330188461
4256,0.36253122622279516,5.145151871352576e-16,0.33604727246852223,0.0027286141209583335
4257,0.3624527772603619,5.144866520771384e-16,0.335873421043641,0.0027279875768271445
4258,0.3622047180305694,5.144228136628848e-16,0.33571715780387884,0.0027260065771737628
4259,0.3619447972617212,5.144127054870855e-16,0.33561687123106915,0.0027239311148016233
4260,0.36182405024771136,5.144042946542849e-16,0.3354615181248501,0.0027229670438550127
4261,0.36166364365442405,5.142669207401614e-16,0.3352733462928221,0.002721686411899957
4262,0.3615020227491065,5.142642666205555e-16,0.33521350936603944,0.0027203961889499307
4263,0.3613825662611151,5.142364324506722e-16,0.33502490359821746,0.00271944263223732
4264,0.36129236677169874,5.14205399838107e-16,0.33476153754023663,0.0027187226559934317
4265,0.3611311912039039,5.141774402573607e-16,0.33464227495657906,0.0027174362261935176
4266,0.3608084363195034,5.141376409161306e-16,0.33451594150337544,0.002714860454517187
4267,0.36074141372179935,5.140814906260573e-16,0.3343678323411431,0.0027143256271032865
4268,0.3605068926690052,5.14056614952273e-16,0.33423649280536355,0.0027124543346738797
4269,0.36043079728947297,5.140279583131828e-16,0.3340540492737576,0.0027118472006563707
